loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,purpose,addr_state,dti,delinq_2yrs,revol_util,total_acc,bad_loan,longest_credit_length,verification_status
18000,60 months,18.25,2,RENT,52000,debt_consolidation,FL,24.51,0,67.6,18,0,15,verified
11200,36 months,13.99,1,RENT,38169.6,debt_consolidation,MA,10.88,0,34.8,14,0,7,not verified
8875,36 months,15.81,7,MORTGAGE,42000,credit_card,MN,20.17,0,69.9,21,0,6,verified
9500,36 months,13.99,0,OWN,40000,debt_consolidation,TX,7.23,0,71.8,16,0,5,verified
10000,36 months,13.11,1,MORTGAGE,60000,debt_consolidation,PA,24.2,0,58,27,0,20,verified
11200,36 months,12.12,6,RENT,40000,credit_card,FL,24.57,0,58.1,17,0,6,not verified
8000,36 months,19.22,5,RENT,59000,debt_consolidation,NY,26.33,0,57,42,0,18,verified
16000,60 months,17.99,6,MORTGAGE,32000,debt_consolidation,FL,19.68,0,77.7,21,1,13,verified
3000,36 months,6.62,4,RENT,61100,medical,CA,7.44,2,2.7,16,0,44,not verified
10000,36 months,10.74,5,RENT,60000,debt_consolidation,SC,17.58,0,79.3,20,0,13,verified
12375,36 months,17.27,0,RENT,33280,debt_consolidation,GA,9.27,0,87,6,0,5,verified
18400,60 months,18.55,10,RENT,55000,house,TX,14.51,0,32.8,27,1,12,verified
6400,36 months,15.81,1,RENT,40000,debt_consolidation,NJ,11.52,0,43.3,14,0,7,not verified
7000,36 months,13.11,10,RENT,40000,house,CA,9.6,0,55.9,13,0,11,not verified
6500,36 months,16.29,8,MORTGAGE,50000,credit_card,PA,22.63,0,79.5,17,0,11,verified
15000,36 months,17.27,10,MORTGAGE,63500,debt_consolidation,DC,10.07,0,85.9,20,0,18,verified
17000,60 months,14.65,10,MORTGAGE,55000,credit_card,SC,18.31,0,65.9,14,1,25,verified
25475,60 months,18.25,9,MORTGAGE,51724,home_improvement,FL,1.76,0,34.5,21,0,13,verified
6000,36 months,13.11,4,RENT,117000,debt_consolidation,NY,5.19,0,73.2,13,0,12,not verified
17050,36 months,18.25,4,RENT,35000,credit_card,CO,11.38,0,60.2,15,0,4,not verified
3600,36 months,16.29,5,RENT,36000,debt_consolidation,NY,20.8,4,65,17,1,6,verified
9600,36 months,7.62,2,RENT,25000,credit_card,MO,11.28,0,37,12,0,10,verified
8000,36 months,10.74,5,RENT,39000,debt_consolidation,CA,7.88,0,43.6,26,0,14,verified
18000,36 months,18.25,,RENT,45240,debt_consolidation,MN,20.45,0,65.6,20,0,9,verified
3000,36 months,19.22,5,RENT,22000,debt_consolidation,OR,24.49,0,53.5,45,0,5,verified
4400,36 months,7.9,2,MORTGAGE,55800,major_purchase,AR,9.94,1,0.2,25,0,8,not verified
7350,36 months,10.74,10,RENT,36000,debt_consolidation,NY,31.59,0,59.8,28,0,19,not verified
5000,36 months,13.99,7,MORTGAGE,90000,home_improvement,FL,10.18,0,46.7,28,0,9,not verified
2500,36 months,8.9,6,MORTGAGE,45000,medical,OH,14.4,0,51.3,18,0,16,not verified
14800,36 months,12.12,10,MORTGAGE,67000,credit_card,CA,13.47,0,91.1,17,0,17,not verified
10000,36 months,15.81,8,MORTGAGE,40000,other,CA,33.69,0,61.4,34,0,16,not verified
7000,36 months,6.03,1,RENT,55000,major_purchase,FL,17.63,0,15.2,14,0,9,not verified
16650,36 months,13.99,10,RENT,41000,debt_consolidation,VA,21.92,0,70.8,19,0,16,verified
8000,36 months,12.12,4,RENT,24000,debt_consolidation,CA,31.7,0,46.2,10,0,6,not verified
6625,36 months,17.99,8,OWN,35000,debt_consolidation,CA,24.89,0,92.7,14,0,8,verified
18825,36 months,13.67,2,MORTGAGE,38000,wedding,AZ,17.15,0,8.6,17,0,10,verified
9600,36 months,13.11,5,RENT,39000,debt_consolidation,CA,12.62,2,16.5,29,0,8,not verified
19900,60 months,19.99,2,MORTGAGE,80000,debt_consolidation,WA,17.79,0,85.8,48,0,15,verified
22800,60 months,19.22,10,MORTGAGE,110000,debt_consolidation,LA,11.39,1,83.8,21,1,13,verified
8000,36 months,13.67,10,RENT,82000,other,IL,8.43,0,41,35,0,11,not verified
7775,36 months,12.12,,MORTGAGE,37344,credit_card,PA,7.95,0,54.8,17,0,25,not verified
11000,36 months,13.99,3,RENT,45000,debt_consolidation,OH,20.61,0,51.3,46,0,9,not verified
35000,60 months,23.13,10,MORTGAGE,150000,debt_consolidation,NY,13.51,2,67.9,39,1,23,verified
7000,36 months,7.62,2,MORTGAGE,138144,major_purchase,CA,0.22,0,1,8,0,6,not verified
7675,36 months,17.99,3,RENT,40000,debt_consolidation,DE,7.26,0,44.5,10,0,5,verified
20000,60 months,16.29,6,RENT,115000,house,MD,23.38,0,0,21,0,14,verified
12000,36 months,13.99,10,OWN,78500,debt_consolidation,NY,10.52,0,93,17,0,14,not verified
4000,36 months,7.62,3,RENT,25000,major_purchase,CA,15.44,0,17.4,12,0,29,not verified
8000,36 months,8.9,10,MORTGAGE,64000,major_purchase,OH,24.09,0,36.7,17,0,17,not verified
5000,36 months,7.9,,MORTGAGE,56000,debt_consolidation,CA,9.5,0,28.6,38,0,21,verified
9000,36 months,8.9,5,RENT,42000,debt_consolidation,NY,20,0,6.8,22,0,17,verified
10000,36 months,13.67,7,MORTGAGE,120000,debt_consolidation,PA,11.71,2,36.1,42,0,22,not verified
14825,36 months,14.65,4,MORTGAGE,120000,debt_consolidation,GA,7.46,0,49.5,18,0,7,verified
2500,36 months,20.5,1,RENT,40200,debt_consolidation,PA,23.73,3,,28,0,12,not verified
10000,36 months,17.27,1,RENT,50000,credit_card,LA,23.09,0,58.6,15,1,4,not verified
8000,36 months,14.65,9,RENT,75000,debt_consolidation,IL,26.66,0,92.6,29,1,19,verified
12000,36 months,12.12,10,RENT,90000,debt_consolidation,CA,20.38,0,78.4,36,0,17,verified
2500,36 months,12.12,10,RENT,34000,debt_consolidation,IL,15.34,0,8.3,21,0,19,not verified
8000,36 months,12.12,5,RENT,65000,debt_consolidation,CA,16.22,0,71.8,17,0,14,verified
5750,36 months,8.9,10,MORTGAGE,74600,debt_consolidation,CA,12.18,0,37.9,27,0,11,verified
3750,36 months,17.99,2,MORTGAGE,22000,credit_card,WA,12.49,0,95.7,23,1,12,not verified
8875,36 months,7.9,7,RENT,56000,debt_consolidation,GA,22.65,0,61.3,15,0,7,verified
4000,36 months,10.74,10,RENT,34807,other,NJ,24.51,0,89.5,14,0,11,not verified
4100,36 months,13.67,3,RENT,40700,debt_consolidation,CT,18.72,0,53.2,15,0,7,not verified
12000,36 months,13.99,10,MORTGAGE,76000,debt_consolidation,NC,14.34,2,88.9,21,0,14,verified
20000,60 months,22.78,10,MORTGAGE,72000,debt_consolidation,LA,23.88,0,81.4,26,0,25,verified
7750,36 months,10.74,6,MORTGAGE,35000,debt_consolidation,UT,6.51,0,81.2,12,1,16,verified
24000,36 months,13.11,10,RENT,90000,debt_consolidation,CA,15.88,0,50.7,15,0,16,not verified
10000,36 months,16.29,5,RENT,47700,debt_consolidation,NY,24.75,0,96,10,0,11,not verified
11900,36 months,13.99,1,MORTGAGE,85000,other,TX,19.27,0,73.7,14,0,10,not verified
16000,36 months,14.65,7,MORTGAGE,115000,debt_consolidation,NC,15.52,0,80.9,17,0,15,not verified
1950,36 months,12.12,7,RENT,27000,house,WV,21.02,0,55.4,8,0,12,verified
9500,36 months,17.27,10,RENT,89000,major_purchase,MA,3.44,0,27.4,14,1,5,not verified
7000,36 months,17.99,2,RENT,50000,credit_card,PA,18.26,0,78.9,9,0,7,not verified
4200,36 months,13.67,10,RENT,89900,medical,CA,13.8,0,63.8,26,0,14,not verified
3000,36 months,13.99,6,MORTGAGE,39000,major_purchase,WI,25.95,0,95.4,18,1,15,verified
5000,36 months,12.12,,MORTGAGE,38124,debt_consolidation,MI,7.4,0,80.9,17,0,21,verified
14000,36 months,12.12,10,OWN,80000,debt_consolidation,GA,16.25,0,35.2,33,0,26,verified
6000,36 months,13.11,5,RENT,60000,other,CA,13.48,1,72.3,19,0,11,verified
2500,36 months,15.81,4,RENT,23600,credit_card,IL,33.81,0,83.9,16,1,6,not verified
7200,36 months,12.12,4,RENT,43500,credit_card,NY,8.3,0,67.2,13,0,5,not verified
17625,60 months,18.55,1,MORTGAGE,46300,debt_consolidation,NC,11.53,0,51,29,0,12,verified
9000,36 months,15.31,10,RENT,60000,credit_card,NY,15.88,0,63.8,10,0,6,not verified
29100,60 months,22.78,10,RENT,60000,debt_consolidation,CA,30.4,0,72.8,42,1,19,verified
12000,36 months,17.27,8,MORTGAGE,60000,debt_consolidation,OR,16.18,0,68.4,15,1,12,verified
12000,36 months,13.11,10,OWN,72000,credit_card,MA,6.82,0,55.7,19,0,12,verified
4800,36 months,7.9,4,RENT,61096,car,CA,0.49,0,7.9,6,0,16,not verified
3125,36 months,13.99,2,MORTGAGE,85000,major_purchase,PA,2.26,0,45.2,17,0,10,verified
8325,36 months,14.65,5,MORTGAGE,64000,debt_consolidation,FL,18.98,0,70.2,32,0,10,verified
20000,60 months,22.45,10,MORTGAGE,74000,debt_consolidation,CT,23.43,0,88.2,46,0,22,verified
3075,36 months,10.74,2,MORTGAGE,43000,debt_consolidation,OK,30.22,0,29.7,12,0,12,verified
24000,36 months,18.55,3,MORTGAGE,80000,credit_card,MD,15.83,0,45.1,14,0,5,verified
10000,36 months,10.74,4,MORTGAGE,39000,debt_consolidation,NY,27.23,0,51.7,19,0,10,not verified
12375,36 months,10.74,3,MORTGAGE,40000,home_improvement,RI,13.89,0,31.2,12,1,9,verified
20000,36 months,8.9,2,MORTGAGE,240000,major_purchase,FL,14.64,0,34,30,0,7,verified
4750,36 months,7.9,2,MORTGAGE,15000,credit_card,MN,10.24,0,30,10,0,5,verified
9125,36 months,13.67,3,MORTGAGE,120000,small_business,TX,14.43,2,52.4,24,0,14,verified
2400,36 months,13.67,10,OWN,38000,debt_consolidation,WY,25.77,0,96.2,7,0,10,verified
22250,60 months,13.67,10,RENT,85000,other,TX,14.8,0,53.5,23,0,16,verified
16000,60 months,21.97,2,RENT,32359,debt_consolidation,WA,16.43,0,75.4,21,1,9,verified
10000,36 months,12.12,10,MORTGAGE,52000,credit_card,CA,13.85,0,35,32,0,13,verified
23325,60 months,20.5,7,MORTGAGE,91000,home_improvement,FL,22.83,0,63.9,15,1,6,verified
2875,36 months,16.29,,RENT,11000,debt_consolidation,IL,26.4,0,61.2,21,1,9,verified
6000,36 months,13.99,5,MORTGAGE,120000,home_improvement,WY,12.98,0,82.3,17,0,8,not verified
32875,36 months,18.55,2,RENT,78000,debt_consolidation,TX,23.37,0,64.9,27,0,10,verified
14400,36 months,10.74,5,RENT,65000,credit_card,WA,23.39,0,67.6,15,1,14,verified
9750,36 months,6.62,7,MORTGAGE,56000,debt_consolidation,WY,19.39,0,55.3,16,0,11,verified
22000,60 months,16.29,5,MORTGAGE,115000,debt_consolidation,NJ,11.25,0,48.9,27,0,16,verified
8000,36 months,14.65,,RENT,40000,debt_consolidation,NY,11.46,0,67.9,12,1,27,verified
6000,36 months,6.03,8,MORTGAGE,105000,home_improvement,CA,7.97,0,10.2,26,0,16,not verified
3600,36 months,12.12,10,RENT,98000,other,FL,9.02,0,63.6,23,1,11,not verified
16000,60 months,15.81,5,OWN,60000,debt_consolidation,NY,15.98,0,26.7,28,1,11,verified
4900,36 months,17.27,2,OWN,33000,credit_card,IL,20.73,0,71.8,25,0,5,verified
10000,36 months,7.9,10,OWN,91000,other,NY,20.12,0,54.3,16,0,22,not verified
24000,60 months,18.25,10,MORTGAGE,138000,debt_consolidation,VA,5.12,1,54.5,23,1,26,verified
20000,60 months,16.29,8,MORTGAGE,72500,debt_consolidation,IL,13.59,0,76.1,25,0,12,verified
6000,36 months,17.99,2,RENT,85000,debt_consolidation,NJ,3.73,0,95.4,12,1,11,not verified
12300,36 months,6.03,5,MORTGAGE,57000,debt_consolidation,NY,16.65,0,12.4,9,0,8,not verified
11575,36 months,13.99,10,OWN,24000,debt_consolidation,MI,23.9,0,90.7,20,1,16,not verified
20000,36 months,13.99,1,OWN,80000,debt_consolidation,NY,16.88,0,49.8,19,0,10,not verified
15000,36 months,14.65,6,RENT,40000,debt_consolidation,NJ,9.72,0,41.1,20,0,6,verified
11200,36 months,13.99,7,RENT,44000,debt_consolidation,TX,33.49,0,43.4,28,0,12,verified
14000,36 months,13.67,0,MORTGAGE,130000,credit_card,NC,27.54,0,73.7,19,0,9,not verified
9500,36 months,13.11,7,RENT,35000,debt_consolidation,FL,21.5,0,73.1,23,0,10,not verified
6425,60 months,15.31,8,RENT,41000,debt_consolidation,UT,22.76,0,37.5,18,1,11,not verified
21600,60 months,19.22,2,MORTGAGE,85000,debt_consolidation,MD,17.27,1,45.2,63,1,17,verified
35000,60 months,22.45,2,RENT,90000,debt_consolidation,PA,22.75,1,47.5,33,0,21,verified
10225,36 months,6.03,7,MORTGAGE,35000,debt_consolidation,MN,13.53,0,16.3,29,0,12,not verified
16500,60 months,22.45,0,RENT,55000,credit_card,KY,20.79,0,87.5,29,0,9,verified
10750,36 months,12.12,5,MORTGAGE,47000,debt_consolidation,AL,33.42,0,75.6,30,1,15,verified
12000,36 months,12.12,10,OWN,75000,home_improvement,FL,21.62,0,82.9,16,0,18,verified
6000,36 months,8.9,1,RENT,36000,debt_consolidation,PA,25.84,0,51.2,20,0,12,not verified
8800,36 months,12.12,4,RENT,45000,credit_card,NY,9.36,0,40.5,15,0,8,verified
5000,36 months,10.74,10,MORTGAGE,250000,moving,NY,16.67,0,8.7,11,0,25,verified
14825,36 months,14.65,10,MORTGAGE,58000,debt_consolidation,NJ,29.5,0,95.8,16,0,15,verified
12375,36 months,17.99,0,RENT,50000,debt_consolidation,NJ,13.25,0,89.3,12,1,8,verified
1200,36 months,18.55,1,RENT,44000,wedding,CA,24.9,0,97.6,28,0,9,verified
15850,36 months,14.65,2,MORTGAGE,64000,debt_consolidation,FL,17.54,0,66.6,38,1,20,verified
20000,36 months,14.65,8,RENT,70000,debt_consolidation,CA,21.98,0,97.6,22,0,8,verified
22000,36 months,13.11,2,MORTGAGE,121000,debt_consolidation,LA,10.35,0,62,17,0,23,not verified
8000,36 months,14.65,2,RENT,42000,moving,AZ,17.43,0,74.2,10,0,5,not verified
35000,60 months,21.97,0,MORTGAGE,120000,debt_consolidation,PA,21.77,1,83.4,23,1,11,verified
12000,36 months,12.12,0,RENT,92000,debt_consolidation,TX,22.68,1,58.7,19,0,15,verified
3200,36 months,13.67,10,MORTGAGE,80000,car,TX,17.78,2,52.2,15,0,10,not verified
31500,60 months,23.26,10,MORTGAGE,94000,debt_consolidation,KS,22.2,0,92.2,41,1,16,verified
16450,36 months,18.25,3,RENT,33000,debt_consolidation,NJ,23.71,0,82,9,1,4,not verified
1400,36 months,13.11,10,RENT,70000,debt_consolidation,LA,24.63,0,27.5,44,0,22,not verified
16000,36 months,18.25,6,RENT,63000,debt_consolidation,FL,19.05,0,74.2,33,0,10,not verified
14600,36 months,12.12,2,MORTGAGE,98000,debt_consolidation,NH,16.33,0,41.4,28,1,12,verified
7200,36 months,8.9,4,RENT,85000,credit_card,DC,16.37,0,84.6,28,1,10,verified
8600,36 months,13.11,7,OWN,22267,credit_card,WA,31.87,0,76.3,9,1,14,verified
10000,36 months,15.31,2,RENT,50000,small_business,CA,12.91,1,27,12,0,8,verified
30000,36 months,7.9,1,MORTGAGE,115000,debt_consolidation,GA,11.77,0,42.2,17,0,21,verified
3250,36 months,15.81,,RENT,12900,credit_card,TX,26.14,0,80.7,9,0,12,verified
18075,60 months,18.55,0,RENT,37000,house,WV,26.37,0,60.6,22,0,5,verified
6000,36 months,6.03,10,MORTGAGE,41000,debt_consolidation,AR,5.44,0,12.9,28,0,17,not verified
12175,36 months,12.12,10,MORTGAGE,61500,debt_consolidation,CA,23.32,0,79.6,18,0,12,verified
14825,36 months,18.25,2,RENT,31822,credit_card,NY,22.78,0,59,14,1,8,not verified
8000,36 months,10.74,0,RENT,44000,debt_consolidation,MA,14.24,0,34.3,29,0,15,verified
3000,36 months,8.9,10,RENT,53000,credit_card,NY,10.62,0,36.9,14,0,13,not verified
12000,36 months,12.12,10,MORTGAGE,130000,credit_card,GA,16.66,0,78.3,60,1,15,verified
15975,36 months,14.65,2,MORTGAGE,75000,debt_consolidation,CA,19.59,0,88,20,0,15,verified
22000,36 months,13.11,4,RENT,55000,credit_card,NY,21.29,0,58.1,27,0,10,verified
4800,36 months,8.9,9,RENT,60000,moving,HI,12.46,0,22.4,5,0,5,verified
18000,60 months,21.97,7,MORTGAGE,40000,debt_consolidation,MD,26.07,0,76.8,31,0,33,verified
6000,36 months,13.67,10,MORTGAGE,61336.65,debt_consolidation,CT,26.1,0,59.7,28,1,28,not verified
10000,36 months,9.76,2,RENT,101000,wedding,CA,9.92,0,42.1,21,0,7,verified
8000,36 months,15.81,5,MORTGAGE,45000,debt_consolidation,NY,15.31,0,35.5,23,1,8,verified
21000,60 months,22.45,6,RENT,55000,debt_consolidation,CA,28.08,0,61,24,1,16,verified
20400,36 months,19.22,1,MORTGAGE,100600,debt_consolidation,FL,17.77,6,88.1,28,0,15,verified
4000,36 months,6.03,10,MORTGAGE,90000,home_improvement,MI,5.71,0,2,18,0,14,verified
18000,36 months,17.27,7,MORTGAGE,65000,debt_consolidation,NV,14.46,0,78.3,27,0,11,not verified
10800,36 months,7.62,5,MORTGAGE,36000,small_business,AZ,8.63,0,59.9,13,0,13,verified
16000,36 months,17.99,10,RENT,88990,debt_consolidation,CA,5.64,0,25.2,10,1,10,not verified
9600,36 months,15.31,8,MORTGAGE,42600,debt_consolidation,AZ,13.18,0,62.7,11,0,9,verified
3500,36 months,13.11,4,MORTGAGE,62000,credit_card,CA,13.61,0,84,22,0,18,not verified
10000,36 months,13.99,10,MORTGAGE,115000,debt_consolidation,NC,19.16,0,75.7,40,0,14,not verified
30000,60 months,21.48,8,RENT,60000,debt_consolidation,HI,33.3,0,78.9,25,1,15,verified
12800,36 months,12.12,4,RENT,27872,debt_consolidation,CA,16.19,0,29.4,20,0,6,not verified
2400,36 months,9.76,2,RENT,31246,credit_card,CA,17.44,0,51.5,7,0,6,not verified
2500,36 months,17.27,8,MORTGAGE,70000,other,OH,11.34,0,92.3,29,0,13,verified
19375,36 months,7.62,5,MORTGAGE,44800,debt_consolidation,NV,4.97,0,6.2,22,0,27,verified
15000,36 months,13.99,10,MORTGAGE,90000,debt_consolidation,VA,16.63,0,76.4,19,0,15,not verified
25000,36 months,9.76,3,MORTGAGE,200000,debt_consolidation,CA,25.38,0,69.3,27,0,21,verified
3000,36 months,12.12,5,RENT,24000,moving,GA,17.55,0,83,14,0,9,not verified
6625,36 months,9.76,6,RENT,25000,major_purchase,GA,8.5,0,44,11,0,6,verified
20000,60 months,14.65,10,MORTGAGE,125000,major_purchase,AR,14.18,0,32.6,19,0,15,verified
16000,36 months,13.99,10,OWN,56000,debt_consolidation,CT,25.44,2,47.1,21,0,12,not verified
12000,36 months,8.9,3,MORTGAGE,80000,house,GA,11.96,0,71.6,10,0,8,not verified
6075,36 months,9.76,0,MORTGAGE,29702.4,debt_consolidation,NC,34.5,0,71.5,17,0,13,verified
10000,36 months,9.76,3,RENT,43000,credit_card,VA,19.49,0,45.1,20,0,20,not verified
10000,36 months,13.67,7,OWN,54080,debt_consolidation,NY,15.04,0,36,20,0,13,not verified
10000,36 months,14.65,0,OWN,80000,debt_consolidation,CT,27.44,0,72.2,41,0,23,verified
33000,36 months,17.27,6,OWN,106000,credit_card,PA,21.3,0,83.1,41,0,20,verified
12000,36 months,13.11,10,MORTGAGE,80000,debt_consolidation,DE,23.21,0,82.9,28,0,17,not verified
30000,36 months,8.9,7,MORTGAGE,105000,credit_card,VA,19.98,0,79.4,39,0,24,verified
10000,36 months,16.29,10,MORTGAGE,30000,debt_consolidation,AL,27.08,0,54.3,55,0,16,not verified
8000,36 months,13.99,10,RENT,120000,moving,NY,25.63,0,69.5,40,1,19,verified
11850,36 months,12.12,2,OWN,30000,debt_consolidation,AL,18.96,0,45.7,11,1,6,not verified
4500,36 months,12.12,0,RENT,10600,debt_consolidation,NC,17.89,0,71.3,20,0,8,verified
33000,36 months,19.22,3,RENT,72000,credit_card,UT,24.05,0,97.2,15,0,13,verified
10000,36 months,16.29,5,RENT,25000,debt_consolidation,FL,23.33,2,53.8,25,0,13,verified
33950,60 months,21.48,1,RENT,170000,debt_consolidation,MD,17.57,1,58.9,36,1,19,verified
6500,36 months,17.27,5,RENT,40913,debt_consolidation,CA,12.14,0,43.5,11,0,10,not verified
5500,36 months,10.74,3,RENT,35000,debt_consolidation,TX,19.78,0,75.2,15,1,5,verified
2300,36 months,10.74,1,RENT,55000,major_purchase,NY,10.19,0,33.4,16,0,11,not verified
7500,36 months,13.99,10,MORTGAGE,60000,credit_card,CT,13.85,0,68.8,17,0,12,not verified
35000,36 months,8.9,,MORTGAGE,91000,credit_card,WI,13.31,0,34.3,24,1,40,verified
12875,36 months,12.12,6,RENT,52000,debt_consolidation,NJ,14.68,0,73.6,24,0,11,verified
35000,60 months,20.99,10,MORTGAGE,155500,credit_card,MD,14.07,0,88.8,35,1,27,verified
16500,36 months,7.9,1,RENT,55000,debt_consolidation,NY,27.23,0,39.2,14,0,20,not verified
6250,36 months,12.12,,RENT,18000,credit_card,NY,12.56,0,54,21,0,14,verified
15000,36 months,17.99,10,OWN,76000,credit_card,NC,8.91,0,68.4,14,1,4,not verified
5750,36 months,12.12,10,MORTGAGE,92000,debt_consolidation,NY,20.37,0,58,27,1,13,not verified
2700,36 months,13.99,6,OWN,73650,other,OK,16.81,0,40.2,28,1,13,not verified
2500,36 months,17.27,,RENT,16000,other,AZ,8.48,0,84.2,3,0,10,not verified
20000,36 months,6.62,5,MORTGAGE,120000,debt_consolidation,FL,15.39,0,8.1,45,0,11,not verified
25000,60 months,18.55,10,MORTGAGE,88000,debt_consolidation,CT,6.56,1,7.5,33,0,12,verified
30000,60 months,20.5,10,RENT,60000,debt_consolidation,NY,19.82,0,59.6,22,0,18,verified
14025,36 months,12.12,10,RENT,55000,credit_card,WA,28.93,0,97.4,20,1,10,not verified
8000,36 months,6.03,10,RENT,40000,debt_consolidation,MI,16.17,0,16.6,17,0,17,not verified
29100,36 months,13.99,10,MORTGAGE,59000,credit_card,MA,13.02,0,51.3,25,0,12,verified
19000,60 months,13.67,0,MORTGAGE,52500,debt_consolidation,OR,22.77,0,75.5,14,1,13,verified
3900,36 months,7.9,,RENT,10788,major_purchase,MN,14.46,0,45.3,19,0,14,verified
8000,36 months,7.9,4,RENT,75000,credit_card,CA,10.42,0,80.4,21,1,16,not verified
15000,36 months,6.62,10,MORTGAGE,65000,other,AZ,9.18,0,0.7,22,0,20,not verified
8875,36 months,17.27,,MORTGAGE,45000,debt_consolidation,AR,4.99,0,49.8,10,0,13,verified
25000,36 months,13.99,10,RENT,59000,debt_consolidation,NJ,23.98,3,68.4,32,0,26,verified
4800,36 months,21.48,3,RENT,38000,moving,NJ,27.35,0,67.3,40,1,10,not verified
20000,36 months,7.62,10,MORTGAGE,70000,debt_consolidation,MA,12.27,0,13.8,21,1,29,not verified
6000,36 months,12.12,6,RENT,76000,other,CA,16.56,3,62.6,35,0,12,verified
6000,36 months,17.27,2,MORTGAGE,30000,major_purchase,NY,20.64,0,96,14,1,15,not verified
2100,36 months,6.62,10,MORTGAGE,65000,major_purchase,MI,2.03,0,16.2,10,0,26,verified
20000,36 months,14.65,10,MORTGAGE,110000,credit_card,NJ,20.07,1,70.4,37,0,17,verified
10000,36 months,12.12,2,RENT,85000,debt_consolidation,MD,27.94,4,71.8,41,0,17,not verified
11325,36 months,18.55,7,RENT,56000,debt_consolidation,NJ,25.2,0,66,34,1,10,not verified
8000,36 months,13.99,0,OWN,90000,major_purchase,CA,18.17,2,72.1,21,0,12,verified
10000,36 months,7.62,2,MORTGAGE,32000,home_improvement,NV,4.76,0,45.8,11,0,14,not verified
3500,36 months,7.9,2,RENT,53750,debt_consolidation,MA,29.73,2,40.6,28,0,6,not verified
12000,36 months,17.27,10,MORTGAGE,78000,debt_consolidation,TX,19.86,0,81,42,1,14,not verified
12000,36 months,12.12,1,RENT,80000,debt_consolidation,MD,11.17,0,84.9,17,0,15,not verified
10000,36 months,10.74,9,RENT,100000,small_business,IL,7.91,0,68.7,8,1,9,verified
15250,36 months,16.29,10,MORTGAGE,46000,credit_card,FL,26.82,0,87.2,18,1,9,verified
3500,36 months,6.03,10,MORTGAGE,102049,home_improvement,NJ,14.31,0,20.5,32,0,22,not verified
20000,36 months,13.67,10,RENT,49375,debt_consolidation,MD,28.24,0,41.4,27,0,16,verified
1000,36 months,13.67,1,RENT,21000,vacation,CA,23.14,0,62.4,17,0,7,not verified
10000,36 months,13.67,3,RENT,67700,credit_card,NY,15.3,0,55.7,21,0,18,not verified
12300,36 months,13.11,2,MORTGAGE,70000,debt_consolidation,SC,22.1,0,69.3,23,1,16,verified
18950,36 months,15.31,1,RENT,49000,debt_consolidation,NY,23.66,0,47.8,28,1,14,not verified
6000,36 months,8.9,9,MORTGAGE,64000,home_improvement,NC,16.3,0,27.2,13,0,6,not verified
7000,36 months,14.65,0,RENT,55000,credit_card,TX,28.54,0,59.6,34,0,11,verified
